name,total
. struct.Struct,60
pitchpx.baseball.retrosheet.RetroSheet.ball_count,60
StandardDataSets.scripts.JudgeAssistant.JudgeAssistant,60
testify.assert_equal,60
utils.CanadianPerson.add_contact,60
matplotlib.rc,60
doubles.allow,60
utils.run,60
test.support.check_warnings,60
numpy.core.array,60
pytest.mark.xfail,60
pytest.yield_fixture,60
pygame.Rect,60
django.db.models.EmailField,60
wx.lib.pubsub.pub.sendMessage,60
flask.Flask.test_request_context,60
CGAT.Experiment.info,60
googleads.dfp.DfpClient.LoadFromStorage,59
CGATPipelines.Pipeline.snip,59
numpy.left_shift,59
multiprocessing.Pool.map,59
webkitpy.tool.mocktool.MockOptions,59
zlib.decompressobj,59
commonfunctionsdummy.parseDOM,59
tornado.testing.ExpectLog,59
sqlalchemy.types.Unicode,59
docutils.nodes.Text,59
pandas.tseries.index.date_range,59
nova.objects.InstanceList.save,59
DraftTools.translate,59
docopt.docopt,59
pycopia.aid.Enum,59
config.config.set,59
.models.Article.objects.create,59
mopidy.models.Track,59
numpy.rollaxis,59
future.standard_library.install_aliases,59
b2.manager.get_manager,59
stone_validators.Nullable,59
numpy.random.random_integers,59
lib.hachoir_metadata.metadata_item.Data,59
sphinx.locale.l_,59
codecs.CodecInfo,59
bisect.bisect_right,59
scipy.sparse.issparse,59
tensorflow.Session,59
pyvows.expect,59
scipy.interpolate.interp1d,59
myhdl.delay,59
IMP.test.main,59
django.core.exceptions.PermissionDenied,59
ujson.loads,59
django.views.decorators.cache.cache_page,59
xlsxwriter.Workbook.add_worksheet,59
eventlet.sleep,59
pandas.util.testing.assert_produces_warning,59
tensorflow.python.platform.gfile.Exists,59
envi.bits.binbytes,58
mistral.db.sqlalchemy.base.session_aware,58
pandas.merge,58
ttk.Label,58
django.core.cache.cache.delete,58
sympy.sympify,58
behave.step,58
bbs_io.pyPipe2Ansi,58
numpy.cov,58
thread.start_new_thread,58
twisted.python.reflect.qual,58
qutebrowser.commands.cmdexc.CommandError,58
webtest.TestApp,58
math.atan,58
numpy.fft.fft,58
ConfigSpace.configuration_space.ConfigurationSpace.add_hyperparameter,58
sympy.functions.sin,58
nova.objects.NUMACell,58
chainer.cuda.to_gpu,58
vFense.errorz.error_messages.GenericResults,58
ipalib.errors.ValidationError,58
django.utils.six.assertRaisesRegex,58
nova.context.get_admin_context,58
pygame.display.flip,58
PyQt5.QtGui.QColor,58
south.db.db.create_index,58
sympy.polys.rings.ring,58
imp.new_module,58
capa.inputtypes.Status,58
wsgiref.handlers.BaseHandler.stdout.getvalue,58
Gaffer.Metadata.nodeValue,58
PyQt4.QtGui.QComboBox,58
wubi.backends.common.utils.join_path,58
manilaclient.api_versions.wraps,58
scirius.utils.scirius_render,58
BeautifulSoup.BeautifulSoup,58
scipy.special.gammainc,58
Part.Line,58
gobject.idle_add,58
bpy.props.FloatProperty,58
FWCore.ParameterSet.Config.untracked.double,58
mathics.core.expression.Expression,57
xc.Vector,57
bottle.abort,57
pi.domain.BoundedFloat,57
django.forms.BooleanField,57
panda3d.core.Vec3,57
tastypie.authentication.BasicAuthentication.is_authenticated,57
scipy.fftpack.fft,57
flask_admin.expose,57
threading.Condition,57
oauth2.SignatureMethod_HMAC_SHA1,57
amoco.logger.Log.verbose,57
redis_lua.script.Script,57
pylab.savefig,57
Tools.Directories.resolveFilename,57
bson.ObjectId,57
sys.path.remove,57
gi.repository.Gtk.HBox,57
sympy.Rational,57
Gaffer.Metadata.registerNodeValue,57
matplotlib.pyplot.yticks,57
google.appengine.api.urlfetch.fetch,57
grr.lib.rdfvalues.paths.PathSpec,57
allmydata.monitor.Monitor,57
south.db.db.delete_index,57
ee.core.logging.Log.info,57
coalib.results.Result.Result,57
django.utils.importlib.import_module,57
nevow.url.URL.fromString,57
ConfigParser.RawConfigParser.set,57
lasagne.layers.dropout,57
threading.Lock.acquire,57
troposphere.Ref,57
ipalib.errors.NotFound,57
tools.since,57
entropy.output.darkred,57
numpy.float16,57
nova.test.nested,56
nova.objects.InstanceNUMATopology,56
wx.Colour,56
dict.keys,56
rest_framework.serializers.ValidationError,56
types.MethodType,56
zmq.Context.socket,56
xml.etree.ElementTree.XML,56
PyQt5.QtWidgets.QGridLayout,56
scipy.io.loadmat,56
hamcrest.equal_to,56
manila.share.drivers.netapp.dataontap.client.api.NaElement,56
queue.Queue,56
openerp.fields.One2many,56
flask_socketio.emit,56
apitools.base.py.base_api.ApiMethodInfo,56
lasagne.layers.batch_norm,56
pexpect.spawn,56
django.test.client.Client.get,56
numpy.nanmin,56
beets.util.displayable_path,56
dogstatsd.MetricsBucketAggregator.flush,56
FWCore.ParameterSet.Config.ESSource,56
gslib.exception.CommandException,56
gi.repository.Gtk.main,56
os.getgid,56
selenium.webdriver.support.wait.WebDriverWait,56
click.Path,56
mailbox.Maildir.close,56
dwca.read.DwCAReader,56
google.appengine.ext.db.Key.from_path,56
sys.argv.remove,55
hot_redis.Int,55
PyQt5.QtWidgets.QSpacerItem,55
mmap.mmap,55
sympy.functions.cos,55
.result.ReleaseResult.set_format,55
web.seeother,55
bpy.ops.object.mode_set,55
os.strerror,55
boto.log.debug,55
.style.color,55
sympy.combinatorics.permutations.Permutation,55
django.utils.functional.allow_lazy,55
pkg_resources.parse_version,55
argparse.ArgumentParser.parse_known_args,55
sys.version.split,55
threading.Lock.release,55
serial.Serial,55
numpy.memmap,55
FWCore.ParameterSet.Config.OutputModule,55
logging.getLevelName,55
networkx.DiGraph.add_edge,55
wx.MessageDialog,55
.library.Library.filter,55
saml2.SamlBase.c_attributes.copy,55
django.core.cache.cache.clear,55
FWCore.ParameterSet.Config.VInputTag,55
markdown.markdown,55
vtk.vtkUnstructuredGrid,55
sqlparse.parse,55
pkg_resources.require,55
theano.tensor.zeros,55
select,55
rdflib.term.URIRef,55
django.utils.encoding.force_bytes,55
saml2.SamlBase.c_children.copy,55
genshi.filters.i18n.Translator.setup,55
.parse.stylesheet_declarations,55
numpy.get_include,55
saml2.SamlBase.c_cardinality.copy,55
.result.ReleaseResult.set_url,55
utils.settings,55
django.forms.IntegerField.clean,55
shift.models.Shift,55
ipapython.dn.DN,55
.result.ReleaseResult.set_title,55
networkx.MultiGraph,55
jinja2.Environment.get_template,55
twisted.internet.reactor.connectTCP,55
pandasqt.models.DataFrameModel.DataFrameModel.data,55
.result.ReleaseResult.set_scraper_name,55
django.contrib.auth.models.AnonymousUser,55
zlib.compressobj,55
pyrax.utils.get_id,55
datashape.dshape,55
.result.ReleaseResult.create_release_event,54
.result.ReleaseResult.append_release_event,54
h2o_cmd.runInspect,54
symengine.symbols,54
logging.NullHandler,54
lexer.Token,54
django.test.client.RequestFactory,54
theano.tensor.vector,54
django.template.Variable,54
keras.models.Graph.add_node,54
PySide.QtCore.QSize,54
mailbox.MaildirMessage,54
numpy.divide,54
accelerator_group.AcceleratorGroup.add_method,54
mailbox.BabylMessage.get_visible,54
cherrypy.tree.mount,54
mailbox.Maildir.get_sequences,54
hmac.compare_digest,54
trollius.From,54
mailbox.MaildirMessage.set_subdir,54
oslo_config.cfg.ListOpt,54
waflib.TaskGen.feature,54
mailbox.MaildirMessage.get_subdir,54
imp.cache_from_source,54
google.appengine.ext.db.get,54
google.appengine.api.memcache.get,54
matplotlib.pylab.figure,54
ofproto_parser.msg_pack_into,54
resources.lib.lib.control.setting,54
cherrypy.log,54
pyebset.BitSet.set,54
oslo_config.cfg.CONF.register_opts,54
gi.repository.BlockDev.lvm_pvcreate,54
tensorflow.app.flags.DEFINE_integer,54
pandas.tseries.period.period_range,54
hask.lang.hindley_milner.App,54
mailbox.MHMessage.set_sequences,54
django.utils.six.StringIO.getvalue,54
flask_restful_swagger.swagger.operation,54
.models.Article.objects.get,54
nose.tools.assert_in,54
nova.tests.unit.api.openstack.fakes.HTTPRequest.blank,54
util.json_request.JsonResponse,54
configparser.ConfigParser.read,54
PyQt4.QtCore.QPointF,53
random.gauss,53
deap.base.Toolbox.register,53
wx.Pen,53
webkitpy.common.system.outputcapture.OutputCapture.restore_output,53
numpy.kron,53
horizon.forms.CharField,53
pcs.test.tools.pcs_mock.mock.patch,53
dynd.nd.type_of,53
authentication.managers.AuthServicesInfoManager.get_auth_service_info,53
numpy.core.multiarray.dot,53
jsb.lib.examples.examples.add,53
django2jinja.Writer.write,53
jsb.lib.commands.cmnds.add,53
c_generator.C.Decl,53
numpy.savez,53
pandas.tseries.period.PeriodIndex.asfreq,53
bayeslite.math_util.relerr,53
PySide.QtCore.SIGNAL,53
django.utils.six.iteritems,53
blaze.expr.symbol,53
grr.lib.aff4.FACTORY.Open,53
firewall.core.logger.log.debug1,53
sympy.assumptions.Q.algebraic,53
core.translation.t,53
.Errors.error,53
cgi.FieldStorage.getvalue,53
traceback.print_stack,53
numpy.around,53
IECore.StringVectorData,53
webkitpy.common.system.outputcapture.OutputCapture.capture_output,53
jinja2.FileSystemLoader,53
socket.getdefaulttimeout,53
django.utils.encoding.smart_unicode,53
test.script_helper.assert_python_ok,53
pylons.controllers.util.redirect,53
six.StringIO,53
ycmd.tests.test_utils.BuildRequest,53
django.db.models.BigIntegerField,53
weakref.WeakSet,53
builtins.zip,52
email.header.Header.encode,52
cms.api.add_plugin,52
twisted.python.filepath.FilePath.makedirs,52
pandas.compat.u,52
django.core.mail.EmailMessage,52
configman.Namespace.add_option,52
OpenGL.GL.glEnable,52
test.support.import_module,52
.base.with_app,52
math.trunc,52
calvin.requests.request_handler.RequestHandler.get_actors,52
PyQt5.QtWidgets.QPushButton,52
flask.Flask.test_client,52
JeevesLib.concretize,52
numpy.timedelta64,52
app.config.cplog.CPLog.info,52
IECore.CompoundData,52
numpy.corrcoef,52
polygon.Polygon,52
mycli.packages.completion_engine.suggest_type,52
gtk.Button.connect,52
opaque_keys.edx.keys.CourseKey.from_string,52
dask.array.utils.assert_eq,52
django.db.models.Max,52
rdkit.Geometry.Point3D,52
dns.rrset.from_text,52
mailbox.Maildir,52
django.core.urlresolvers.resolve,52
monasca_tempest_tests.tests.api.helpers.create_notification,52
dict.items,52
dal.DAL.tt.insert,52
novaclient.utils.print_list,52
threading.Thread.is_alive,52
south.creator.changes.AutoChanges.different_attributes,52
twisted.internet.task.Clock.advance,52
scipy.asarray,52
flask.request.get_json,52
Tools.Directories.fileExists,52
sortinghat.api.add_domain,52
mozillians.users.tests.UserFactory.create,52
itertools.permutations,52
core.scrapertools.printMatches,52
wx.Brush,52
automl_lib.data_io.vprint,52
pylab.yticks,52
redis.StrictRedis,51
PyQt4.QtCore.QMetaObject.connectSlotsByName,51
Cookie.SimpleCookie,51
txdav.base.propertystore.base.PropertyName.fromElement,51
tests.pyunit_utils.locate,51
rez.vendor.schema.schema.Optional,51
bson.dbref.DBRef,51
click.secho,51
neutron.agent.ovsdb.native.idlutils.row_by_value,51
webkitpy.common.system.executive_mock.MockExecutive2,51
swift3.etree.SubElement,51
graphtheory.structures.edges.Edge,51
tornado.ioloop.IOLoop.current,51
scipy._lib.six.xrange,51
openerp.fields.Selection,51
hystrix.rolling_number.RollingNumber.increment,51
modularodm.Q,51
.iou_error.IOUError,51
wsgiref.handlers.BaseHandler.run,51
assertpy.assert_that,51
tastypie.api.Api.register,51
pylayers.util.pyutil.getlong,51
tablib.Dataset.append,51
hyperopt.hp.choice,51
os.environ.pop,51
twisted.internet.defer.DeferredList,51
werkzeug.utils.redirect,51
fuelweb_test.logger.info,51
django.utils.functional.lazy,51
stoqlib.lib.cardinals.pt.to_words,51
rospy.init_node,51
nupic.support.decorators.logExceptions,51
pico8.lua.lexer.TokNumber,51
BoostBuild.Tester,51
anima.extension.extends,51
matplotlib.pyplot.ion,51
gi.repository.Gtk.VBox,51
grp.getgrnam,51
qutip.qip.circuit.QubitCircuit.add_gate,51
pygame.Surface.get_at,51
psrd.sql.creatures.fetch_creature_detail,51
tensorflow.python.framework.ops.RegisterGradient,51
Logs.debug,51
ethereum.utils.to_string,51
zipfile.ZipFile.extractall,50
student.tests.factories.UserFactory,50
atores.Ator,50
sqlalchemy.INTEGER,50
scipy.spatial.cKDTree,50
scriptcontext.doc.Views.Redraw,50
flask.Flask.errorhandler,50
xbmcgui.ListItem.setInfo,50
matplotlib.pyplot.gcf,50
olympia.versions.compare.version_int,50
babel.core.Locale,50
wx.Panel,50
math.asin,50
pandas.tseries.period.PeriodIndex,50
pandas.date_range,50
numpy.issubdtype,50
django.utils.translation.pgettext,50
traceback.extract_stack,50
statsmodels.genmod.generalized_linear_model.GLM,50
sqlalchemy.or_,50
msct_parser.Parser.add_option,50
numpy.core.numeric.arange,50
wx.ToolTip,50
Gaffer.Metadata.registerPlugValue,50
multiprocess.util.debug,50
django.views.generic.TemplateView.as_view,50
alignak.property.BoolProp,50
matplotlib.pyplot.bar,50
pysal.open,50
numpy.angle,50
django.contrib.auth.models.Permission.objects.get,50
deluge.component.get,50
flask.current_app.config.get,50
novaclient.exceptions.CommandError,50
.exception.ControlArgument,50
pylab.xticks,50
pandas.util.testing.assertRaises,50
parse_cobertura.parseFile,50
django.test.skipUnlessDBFeature,50
testutil.Counter,50
util.Log,50
vistrails.core.modules.config.IPort,50
gettext.translation,50
StringIO.StringIO.close,50
nmrglue.convert.converter,50
pygments.highlight,50
pyNastran.gui.gui_objects.gui_result.GuiResult,50
sympy.assumptions.Q.prime,50
PySide.QtGui.QPushButton,50
cryptography.hazmat.primitives.asymmetric.dsa.DSAPublicNumbers,50
pdk.util.pjoin,50
mod_pywebsocket.msgutil.receive_message,49
bson.codec_options.CodecOptions,49
EasyDiff.easy_diff_global.load_settings,49
os.setsid,49
crispy_forms.utils.render_crispy_form,49
autotest.client.utils.run,49
trytond.tests.test_tryton.POOL.get,49
hot_redis.Set,49
supervisor.options.UnhosedConfigParser.read_string,49
rpy2.robjects.r,49
test.support.script_helper.assert_python_ok,49
zlib.crc32,49
tvb.datatypes.arrays.FloatArray,49
sqlalchemy.sql.literal,49
sys.modules.pop,49
pkg_resources.iter_entry_points,49
nose.with_setup,49
.case.Mock,49
smtplib.SMTP.login,49
.models.Author.objects.create,49
tensorflow.import_graph_def,49
Xlib.protocol.rq.Card32,49
.utils.resolved,49
aioxmpp.xml.XMPPXMLGenerator.startElementNS,49
PyQt4.QtCore.QModelIndex,49
numpy.string_,49
openquake.baselib.python3compat.range,49
s3fs.core.S3FileSystem.open,49
collada.common.tag,49
platform.python_version,49
good.Schema,49
txweb2.http.HTTPError,49
riak.util.bytes_to_str,49
twext.python.log.Logger.error,49
unidecode.unidecode,49
CGAT.IOTools.openFile,49
qgis.core.QgsVectorLayer.dataProvider,49
debug.logger.info,49
bedrock.mozorg.util.page,49
accelerator_group.AcceleratorGroup.set_accelerator,49
gi.repository.Gtk.ListStore,49
twisted.web.resource.Resource.putChild,49
src.daemons.server.commands.exceptions.CommandError,49
matplotlib.verbose.report,49
enki.core.core.core.workspace,49
testtools.matchers.Contains,49
pandas.compat.range,49
theano.tensor.iscalar,49
django.conf.urls.defaults.patterns,49
pyg.log.logger.info,49
pip.log.logger.notify,49
doctest.DocFileSuite,49
string.atoi,49
sickrage.helper.exceptions.ex,49
smtplib.SMTP.ehlo,49
django.test.client.Client,49
libcloud.utils.xml.findtext,49
spacewalk.server.rhnSQL.Statement,49
django.forms.ModelChoiceField,49
boto.config.get,49
IECore.Color3f,49
compiler.walk,49
pyftpdlib.filesystems.AbstractedFS.ftp2fs,48
pytz.utc.localize,48
pathlib.Path,48
vFense.core.user.users.get_user_property,48
gtk.Button,48
numpy.inner,48
ROOT.TGraphAsymmErrors,48
scipy.special.gamma,48
googleads.dfp.FilterStatement.ToStatement,48
kombu.Connection,48
muddery.utils.localized_strings_handler.LS,48
docutils.nodes.paragraph,48
tasklogger.TaskLogger.adderr,48
collections.Counter.most_common,48
plistlib.readPlist,48
md5.md5,48
alignak.log.logger.info,48
cStringIO.StringIO.seek,48
PyQt4.QtGui.QTableWidgetItem,48
twisted.web.client.getPage,48
config.get,48
trove.common.utils.import_class,48
gnuradio.blocks.vector_source_f,48
OpenGL.GL.glDisable,48
hostapd.add_ap,48
PySide.QtGui.QLineEdit,48
pymongo.MongoClient,48
numpy.logical_or,48
pip.util.display_path,48
barf.analysis.gadget.gadgetfinder.GadgetFinder.find,48
astroid.test_utils.extract_node,48
file.startswith,48
pygame.Surface.get_view,48
calibre.gui2.error_dialog,48
.xray_io.PackedWriter.putf,48
numpy.linalg.eigh,48
scipy.special.kv,48
check.Metric,48
gi.repository.Gtk.Entry,48
.result.ReleaseResult.append_label_id,47
.result.ReleaseResult.create_label_id,47
wx.EVT_MENU,47
netforce.model.fields.Char,47
numpy.imag,47
oslo_config.cfg.OptGroup,47
pywikibot.input,47
lib.unidades.Enthalpy,47
readline.parse_and_bind,47
collections.OrderedDict.get,47
random,47
tlsfuzzer.messages.ClientHelloGenerator,47
test.functional.swift_test_client.File.read,47
twisted.web.http_headers.Headers,47
rest_framework.decorators.detail_route,47
.types.Real,47
pyclustering.nnet.network,47
jinja2.Template,47
pylab.xlim,47
networkx.complete_graph,47
input.read,47
session.getElementsByTagName,47
scipy.sqrt,47
sympy.assumptions.Q.nonzero,47
requests.request,47
kivy.clock.Clock.schedule_once,47
docutils.nodes.reference,47
numpy.ndim,47
server_exception.LdtpServerException,47
gmpy.mpz,47
xbmcvfs.exists,47
genshi.filters.i18n.Translator.extract,47
numpy.set_printoptions,47
app.db.session.add,47
onelogin.saml2.compat.to_string,47
ntpath.join,47
sqlalchemy.VARCHAR,47
docassemble.base.filter.markdown_to_html,47
ctypes.c_wchar_p,47
tensorflow.transpose,47
forgetracker.model.Ticket.query.find,47
maya.cmds.connectAttr,47
subprocess.run,47
sickbeard.db.DBConnection.select,47
wx.PyEventBinder,47
config.cfg.cfgfile.get,47
telemetry.benchmark.Disabled,46
contracts.contract,46
swift.common.middleware.tempauth.filter_factory,46
rpaths.Path,46
traceback.format_stack,46
cloudbot.hook.command,46
k3d.color,46
inspect.formatargspec,46
tornado.escape.json_decode,46
urlparse.parse_qsl,46
pygame.quit,46
scriptcontext.errorhandler,46
pandas.util.testing.ensure_clean,46
numpy.dstack,46
matplotlib.pyplot.axes,46
numpy.intersect1d,46
meta.Session.query,46
dbus.Interface,46
RCN.models.layers.ConvPoolLayer,46
tables.tests.common.unittest.skipIf,46
filecmp.cmp,46
sympy.core.Rational,46
sympy.core.S,46
south.db.db.shorten_name,46
test_utils.call,46
os.path.walk,46
tensorflow.RandomShuffleQueue.dequeue,46
glymur.Jp2k,46
setuptools.Extension,46
core.translation.lang,46
xmodule.x_module.module_attr,46
shutil.which,46
sqlalchemy.sql.table,46
msilib.add_data,46
gzip.GzipFile,46
numba.special.typeof,46
robot.utils.asserts.assert_true,46
iris.coords.DimCoord,46
django.db.migrations.graph.MigrationGraph.add_node,46
numpy.distutils.core.setup,46
twitter.common.zookeeper.serverset.endpoint.Endpoint,46
numpy.product,46
frappe.utils.cint,46
hask.c,46
cram._encoding.b,46
mox3.mox.IgnoreArg,46
numpy.ma.masked_array,46
scrapy.utils.test.get_crawler,46
oslo_config.cfg.CONF.set_default,46
qutebrowser.config.config.get,46
fdmod.cgrey,46
OpenSSL.crypto.load_certificate,46
multiprocessing.Pool.join,45
numpy.float,45
ethereum.refcount_db.RefcountDB.cleanup,45
couchpotato.core.logger.CPLog.error,45
gtk.ListStore,45
topo.sim.schedule_command,45
rasterio.open,45
argparse.Namespace,45
dragonfly.Key,45
distutils.sysconfig.get_config_var,45
JumpScale.j.sal.process.execute,45
rmc.server.app.app.route,45
logging.disable,45
ntpath.normpath,45
mockito.mock,45
urllib.parse.quote,45
gtk.Label.set_alignment,45
django.views.decorators.http.require_http_methods,45
django.utils.html.conditional_escape,45
os.WEXITSTATUS,45
cffi.FFI.new,45
jinja2.Environment.from_string,45
fnmatch.translate,45
.element.Element,45
wtforms.validators.Length,45
orca.column,45
zope.interface.verify.verifyObject,45
numpy.iinfo,45
qgis.PyQt.QtGui.QColor,45
web.notfound,45
profiler.Profile_Get,45
google.appengine.ext.ndb.Key,45
astropy.units.Quantity,45
onelogin.saml2.utils.OneLogin_Saml2_Utils.decode_base64_and_inflate,45
t.eq,45
numpy.nanmean,45
hask.has_instance,45
autotest.client.shared.error.context,45
alignak.log.logger.debug,45
FWCore.ParameterSet.Config.Service,45
qutebrowser.commands.cmdutils.argument,45
diff_cover.violations_reporter.Violation,45
foobnix.fc.fc.FC,45
stat.S_ISLNK,45
theano.tensor.set_subtensor,45
tg.expose,45
Utils.WafError,45
FWCore.ParameterSet.Config.uint64,45
numpy.nansum,45
ujson.dumps,45
pants.base.revision.Revision.semver,45
six.reraise,45
gnuradio.blocks.vector_sink_f,45
click.group,45
PySide.QtGui.QCheckBox,45
sympy.solvers.recurr.rsolve,45
openpathsampling.netcdfplus.WeakLRUCache,45
logbook.Logger.debug,45
unittest.TestSuite.addTests,45
logger.info,45
os.sysconf,45
scrapy.loader.ItemLoader.add_value,45
tensorflow.python.framework.ops.Graph.create_op,45
mod_pywebsocket.common.ExtensionParameter.add_parameter,45
indico_zodbimport.convert_to_unicode,45
django.db.models.ImageField,45
nose.tools.assert_items_equal,45
shinken.log.logger.info,45
mkt.site.utils.app_factory,45
numpy.nan_to_num,45
barf.core.reil.ReilImmediateOperand,44
input.readline,44
sympy.Q.is_true,44
logging.FileHandler.setLevel,44
on_http_api2_0.ApiApi,44
stalker.db.DBSession.rollback,44
mdtraj.utils.in_units_of,44
django.utils.encoding.force_str,44
google.appengine.api.memcache.set,44
numpy.remainder,44
.utils.support_types.emptyDoubleMatrix,44
pytest.importorskip,44
numpy.testing.assert_approx_equal,44
fauxfactory.gen_alphanumeric,44
parse_write.percent,44
openerp.osv.fields.datetime,44
detex.log,44
twisted.internet.task.LoopingCall,44
numpy.correlate,44
txdav.common.datastore.query.expression.isExpression,44
xbmcgui.Dialog,44
cherrypy.tools.json_out,44
Xlib.protocol.rq.ReplyLength,44
wx.Size,44
motor.Op,44
xml.parsers.expat.ParserCreate.Parse,44
cogs.utils.dataIO.fileIO,44
arelle.XPathContext.FunctionArgType,44
socket.inet_ntop,44
xbmc.getInfoLabel,44
mod_pywebsocket.msgutil.send_message,44
django.http.HttpResponse.write,44
django.utils.timezone.make_aware,44
.utils.support_types.matrixToList,44
rope.base.libutils.get_string_scope,44
wx.Button.Bind,44
btor.BtoRGUIClasses.Button,44
openerp.osv.fields.date,44
test_model.createPodDevice,44
ydk.models.ydktest.ydktest_sanity.Runner,44
camvtk.VTKScreen.addActor,44
pyrax.utils.random_ascii,44
django.db.models.FileField,44
tensorflow.python.framework.device.Device.to_string,44
boto.cloudformation.connect_to_region,44
ctypes.create_unicode_buffer,44
peval.core.reify.KnownValue,44
sympy.assumptions.Q.commutative,44
email.header.Header,44
numpy.ndfromtxt,44
cryptography.hazmat.backends.default_backend,44
lettuce.world.css_find,44
numpy.random.shuffle,44
gmoccapy.dialogs.warning_dialog,44
pyNastran.bdf.field_writer_8.print_card_8,44
converters.sqlrepr,44
PySide.QtGui.QIcon,44
sc2reader.load_replay,44
mock.Mock.assert_called_with,44
PIL.ImageDraw.Draw,44
pyftpdlib._compat.b,44
numpy.convolve,44
nixops.util.attr_property,44
multiprocessing.Pool.close,44
claripy.backends.vsa.identical,44
mysql.utilities.exception.UtilError,44
numpy.unravel_index,44
Xlib.protocol.rq.ReplyCode,44
ordereddict.OrderedDict,44
gear.xsi.xsi.ApplyOperator.AddInputPort,44
django.core.files.uploadedfile.SimpleUploadedFile,44
ConfigParser.RawConfigParser,44
aiohttp.streams.StreamReader.feed_data,44
FreeCAD.ActiveDocument.getObject,44
django.db.models.signals.post_delete.connect,44
kitsune.sumo.urlresolvers.reverse,43
rpython.rtyper.lltypesystem.rffi.charpsize2str,43
boto3.client,43
newsmeme.extensions.db.session.add,43
transaction.commit,43
matplotlib.colors.LinearSegmentedColormap,43
django.utils.http.urlquote,43
PyQt5.QtGui.QIcon,43
firewall.dbus_utils.dbus_to_python,43
gear.xsi.xsi.ApplyOperator.Parameters,43
pandas.Period,43
xml.etree.ElementTree.SubElement.set,43
raw_doc.RawText,43
wx.lib.embeddedimage.PyEmbeddedImage,43
pandas.Series.fillna,43
vars.get,43
xl.trax.track.Track.set_tag_raw,43
coverage.data.CoverageData.add_lines,43
io.BytesIO.tell,43
genshi.input.HTML,43
cluecode_assert_utils.check_detection,43
bs4.BeautifulSoup.new_tag,43
pygments.lexer.words,43
nova.utils.synchronized,43
seahub.api2.utils.api_error,43
textwrap.TextWrapper,43
.io.tag.find_tag,43
telemetry.value.scalar.ScalarValue,43
test.support.gc_collect,43
yaql.language.specs.name,43
yaql.language.specs.yaql_property,43
pqdict.pqdict,43
dict.has_key,43
io.BytesIO.close,43
inspect.getsourcefile,43
numpy.testing.run_module_suite,43
scipy.sparse.coo_matrix,43
sys.stdin.isatty,43
pandas.util.testing.assert_index_equal,43
sympy.physics.quantum.dagger.Dagger,43
gdb.execute,43
thread.get_ident,43
couchpotato.core.helpers.encoding.toUnicode,43
bz2.BZ2File,43
PyQt5.QtWidgets.QGroupBox,43
PySide.QtGui.QHBoxLayout,43
grp.getgrgid,43
pysal.examples.get_path,43
calendar.monthrange,43
flask.Flask.config.from_object,43
pytan.Handler.export_obj,43
weakref.WeakKeyDictionary,43
pycuda.gpuarray.to_gpu,43
pdb.set_trace,43
nose.runmodule,43
tensorflow.python.ops.array_ops.reshape,43
pywikibot.pagegenerators.GeneratorFactory.getCombinedGenerator,43
ganeti.errors.OpPrereqError,43
twisted.words.protocols.jabber.jid.JID,43
argparse.ArgumentParser.format_help,43
MobSF.utils.PrintException,43
six.moves.urllib.parse.quote,43
threading.Event.clear,43
storage.test.utils.create_file,43
pyasm.search.SearchType.create,43
function_pattern_matching.isoftype,43
math.modf,43
numpy.vectorize,42
xdrlib.Packer.pack_int,42
os.mkfifo,42
numpy.trace,42
gear.xsi.parameter.addExpression,42
sklearn.datasets.load_iris,42
bson.py3compat.StringIO.write,42
test_helper.Test.assertTrue,42
.fixtures.parametrize,42
dodona.core.Polygon.AddVertex,42
sql.Column,42
sympy.assumptions.Q.irrational,42
sklearn.utils.testing.assert_true,42
ipalib.errors.MutuallyExclusiveError,42
setuptools.command.test.test.finalize_options,42
tempfile.TemporaryDirectory,42
webkitpy.layout_tests.port.base.TestConfiguration,42
twisted.protocols.ftp.FTPClientBasic.lineReceived,42
mailbox.MaildirMessage.get_info,42
twisted.protocols.ftp.encodeHostPort,42
numpy.arcsin,42
lib.util.devise,42
requests.Session.get,42
keras.layers.core.Dense,42
multiprocessing.Queue.put,42
openerp.tools.mute_logger,42
fiona.open,42
openerp.addons.report_xls.utils.rowcol_to_cell,42
stoqlib.lib.dateutils.localdate,42
spacewalk.common.rhnLog.log_error,42
casexml.apps.case.mock.CaseIndex,42
aiohttp.web.Response,42
gflags.DEFINE_string,42
pymysql.connect,42
nova.openstack.common.excutils.save_and_reraise_exception,42
schedule.every,42
proliantutils.exception.IloCommandNotSupportedError,42
crispy_forms.layout.Field,42
treeio.core.views.user_denied,42
lib.unidades.Dimensionless,42
twisted.python.log.startLogging,42
lib.unidades.Pressure,42
swift3.etree.Element.find,42
rpython.rtyper.lltypesystem.rffi.c_memcpy,42
courselib.testing.basic_page_tests,42
sqlalchemy.bindparam,42
matplotlib.pyplot.hist,42
input.get,42
lnst.Controller.Task.ctl.get_host,42
collections.OrderedDict.values,42
ConfigParser.RawConfigParser.add_section,42
urllib.request.OpenerDirector.add_handler,42
Ganga.Utility.Config.getConfig,42
tensorflow.app.flags.DEFINE_string,42
tensorflow.python.ops.array_ops.shape,42
ciscoconfparse.CiscoConfParse.find_objects,42
google.protobuf.unittest_pb2.TestAllExtensions,42
PyrexTypes.CFuncType,42
sqlalchemy.func.count,42
pgmpy.factors.Factor,42
